MapPinId,MapPinName,MapPinDescription,Lat,long,TwitterHandle,Address,Website,Instagram,Facebook,IsPublished
124024,Auburn SRA (Lake Clementine Boat Launch Facility),"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(530) 885-4527</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Campsites</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Transient Berths or Tie-Ups</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Cable TV on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Laundry</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Launch Ramp Lanes Useable at One Time: 2</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Parking Spaces for Cars with Trailers: 25</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Boarding Floats: 1</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Carry Down Walkways: 1</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Minimum Boat Length: 8ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Maximum Boat Length: 25ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div>",38.93591161,-121.0237405,NULL,"Auburn SRA (Lake Clementine Boat Launch Facility),Lake Clementine Rd,Auburn,95604",http://www.parks.ca.gov/default.asp?page_id=1141,NULL,NULL,1
124025,Auburn State Recreational Area,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(530) 885-4527</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Campsites</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Transient Berths or Tie-Ups</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Cable TV on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Laundry</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Launch Ramp Lanes Usable at One Time</span><span style=""font-weight: normal;"">: 2</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Parking Spaces for Cars with Trailers</span><span style=""font-weight: normal;"">: 25</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Boarding Floats</span><span style=""font-weight: normal;"">: 1</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of&nbsp;Carry&nbsp;Down Walkways</span><span style=""font-weight: normal;"">: 1</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Minimum Boat Length</span><span style=""font-weight: normal;"">: 8 ft</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Maximum Boat Length</span><span style=""font-weight: normal;"">: 25 ft</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">To report any incorrect information about a facility, please email&nbsp;<a href=""mailto:pubinfo@parks.ca.gov"" style=""font-size: 13px; box-sizing: border-box; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">pubinfo@parks.ca.gov</a>.<span style=""font-weight: bold; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><br></span></div><div><br></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div>",38.93174596,-121.0206945,NULL,"Auburn State Recreational Area,501 El Dorado Street,Auburn,95604",http://www.parks.ca.gov/?page_id=502,NULL,NULL,1
124026,Avalon Harbor,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(310) 510-0535</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Sewage or Bilge Pumpouts</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Shore Boat Service</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Launching Valet Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Snack Bar</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Oil Disposal</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Boat Rentals</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Haulout and Boat Repair</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Swimming Area</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fishing Tackle Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Gear Lockers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Lodging</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restaurant&nbsp;</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Boat Washdown Area</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Transient Berths or Tie-Ups</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Water on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Laundry</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Minimum Boat Length: 20ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Maximum Boat Length: 120ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div></div>",33.34383487,-118.3243836,NULL,"Avalon Harbor,22 Pleasure Pier,Avalon,90704",http://www.cityofavalon.com,NULL,NULL,1
124027,Avalon Marine Dock #1,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(310) 510-0220</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Minimum Boat Length: 14ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Maximum Boat Length: 100ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div>",33.34806766,-118.3262581,NULL,"Avalon Marine Dock #1,Casino Way,Avalon,90704",http://www.cityofavalon.com/,NULL,NULL,1
124028,Avocado Lake Fishing Access,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(559) 243-4005</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Water on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Launch Ramp Lanes Useable at One Time: 1</span><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><p><br></p><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div>",36.78406193,-119.4110908,NULL,"Avocado Lake Fishing Access,3625 North Piedra Road,Piedra,93657",http://www.co.fresno.ca.us/departments/public-works-planning/divisions-of-public-works-and-planning/resources-and-parks-division/parks/avocado-lake-park,NULL,NULL,1
124029,B&W Resort Marina,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(916) 777-6161</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Launching Valet Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Day Use Picnic Areas</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Snack Bar</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Convenience Store</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Swimming Area Fishing Tackle Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Lodging</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fish Cleaning</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Transient Berths or Tie Ups</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Water on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Electric on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Phone Service on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Laundry</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Launch Ramp Lanes Useable at One Time: 3</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Parking Spaces for Cars with Trailers: 70</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of Boarding Floats: 2</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Number of&nbsp;Carry&nbsp;Down Walkways: 2</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Minimum Boat Length: 20ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Maximum Boat Length: 42ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Total Capacity for Slips or Tie-Ups: 105</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div>",38.12760507,-121.580394,NULL,"B&W Resort Marina,964 Brannan Island Road,Isleton,95641",http://www.bandwresort.com/,NULL,NULL,1
124030,Bagby Recreation Area,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(209) 378-2521</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Campsites</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Swimming Area&nbsp;</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fish Cleaning</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Launch Ramp Lanes Usable at One Time</span><span style=""font-weight: normal;"">: 1</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Parking Spaces for Cars with Trailers</span><span style=""font-weight: normal;"">: 50</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Boarding Floats</span><span style=""font-weight: normal;"">: 1</span></div><p><br></p><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div>",37.61011746,-120.1343448,NULL,"Bagby Recreation Area,HWY 49,Snelling,95369",NULL,NULL,NULL,1
124031,Bahia Corinthian Yacht Club,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">(949) 644-9530</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div style=""font-size: 13px;""><span style=""font-size: 13px; font-weight: bold;"">Service:</span></div><div style=""font-size: 13px;"">Transient Berths or Tie Ups</div></div><p><br></p><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""><br></span></div>",33.60701,-117.88515,NULL,"Bahia Corinthian Yacht Club,1601 Bayside Dr,Corona Del Mar,92625",http://www.bcyc.org,NULL,NULL,1
124032,"Bahia Marina ","<span style=""font-weight: bold; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Phone:&nbsp;</span><span style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">(805) 985-6400</span><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><div style=""font-size: 13px;""><span style=""font-weight: bold; font-size: 13px;""><br></span></div><div style=""font-size: 13px;""><span style=""font-weight: bold; font-size: 13px;"">Service:</span></div><div style=""font-size: 13px;""><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restroom</span><br></div></div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Showers</div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Water on Dock</div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Electric on Dock</div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Phone Service on Dock</div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><br></div><div style=""font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><span style=""font-weight: bold;"">Minimum Boat Length</span><span style=""font-weight: normal;"">: 28</span></div><div style=""font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><span style=""font-weight: bold;"">Maximum Boat Length</span><span style=""font-weight: normal;"">: 70</span></div><div style=""font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><span style=""font-weight: bold;"">Total Capacity for Slips or Tie-Ups</span><span style=""font-weight: normal;"">: 84</span></div><div style=""font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><span style=""font-weight: bold;"">Covered Slip or Tie Up Total Capacity</span><span style=""font-weight: normal;"">: 84</span></div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><br></div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><br></div><div style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><div style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">To report any incorrect information about a facility, please email&nbsp;<a href=""mailto:pubinfo@parks.ca.gov"" style=""font-size: 13px; box-sizing: border-box; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">pubinfo@parks.ca.gov</a>.<span style=""font-weight: bold; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><br></span></div><div><br></div></div>",34.1615996,-119.2254179,NULL,"Bahia Marina ,4200 South Harbor Boulevard,Oxnard,93035",http://www.peninsulayachtmarina.com/,NULL,NULL,1
124033,Lake Perris Ramp 7,"<div><span style=""font-weight: bold;"">Phone:</span>&nbsp;(951) 940-5600</div><div><br></div><div><span style=""font-weight: bold;"">Services:</span></div> <style type=""text/css""> p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Calibri} </style> <style type=""text/css""> p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Calibri} </style> <p class=""p1""><br></p><p class=""p1""><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;""><br></span></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""></span></div>",33.86831519,-117.17668148,NULL,"Lake Perris Ramp 7,17801 Lake Perris Drive,Perris,92571",NULL,NULL,NULL,1
